longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.27,37.82,1.1410311730702911,-0.7465858520257695,-0.5361967970202967,-0.7660095004623918,-0.6448351937212221,1.7348,137500.0,3
-122.26,37.82,0.9026627119770005,-0.9221438472873672,-0.8142381916412613,-0.8852187856167203,-0.8880807149269969,0.9506,187500.0,3
-122.27,37.82,0.9026627119770005,-0.7745467859969378,-0.38648219991670035,-0.6406189931148759,-0.38589641308281664,1.775,112500.0,3
-122.27,37.82,-0.6070042082805065,-0.7974655843339611,-0.20112127016939055,-0.6097128821489389,-0.16095969454844425,0.9218,171900.0,3
-122.27,37.82,1.1410311730702911,-0.3519241446622303,-0.19399200364064786,-0.32184453429478266,-0.24204153495036917,1.5045,93800.0,3
-122.27,37.82,0.982118865674764,0.2682585383376171,0.7494476003296339,0.4711179699169728,0.5766234987851955,1.1108,97500.0,3
-122.27,37.82,1.8561365563501628,-0.4610176247464607,-0.19399200364064786,-0.23265832836450728,-0.26035033762177157,1.2475,104200.0,3
-122.28,37.82,1.8561365563501628,-0.671870569447074,-0.7191813045913589,-0.6397359613729919,-0.6971460584966576,1.6098,87500.0,3
-122.28,37.82,1.8561365563501628,-0.7750051619636783,-0.7001699271813784,-0.7501149291084813,-0.7311481206006906,1.4113,83100.0,3
-122.28,37.82,1.8561365563501628,-0.6407010037087225,-0.5932309292502381,-0.7094954689818213,-0.6291419342885914,1.5057,87500.0,3
-122.28,37.82,1.8561365563501628,-0.5256486360568661,-0.48153908696660275,-0.6158941043421263,-0.668375082870168,0.8172,85300.0,3
-122.28,37.82,1.8561365563501628,-0.5724029846643933,-0.4672805539091174,-0.3103651216502918,-0.5114424885438617,1.2171,80300.0,3
-122.29,37.82,-2.1166711285380138,-1.1357470477884233,-1.1754543624308906,-1.1757362286965283,-1.1574816685204894,2.5625,60000.0,3
-122.29,37.83,1.8561365563501628,-0.6943309918173567,-0.7762154368213003,-0.7695416274299275,-0.817461047480159,3.3929,75700.0,3
-122.29,37.82,1.6177680952568723,-1.146289695023454,-1.2087242728983565,-1.1828004826315996,-1.2464101386387296,6.1183,75000.0,3
-122.29,37.81,1.6972242489546359,-0.8598047158106641,-0.8261203025224991,-0.9258382457433804,-0.9874713580003243,0.9011,86100.0,3
-122.3,37.81,1.8561365563501628,-0.647118267243089,-0.7144284602388637,-0.7986816749120966,-0.8906962581657687,1.191,76100.0,3
-122.3,37.81,1.5383119415591087,-0.8286351500723126,-0.8451316799324796,-0.9125927696151216,-0.9587003823738347,2.5938,73500.0,3
-122.3,37.81,1.8561365563501628,-0.7452107241255482,-0.7809682811737955,-0.7253900403357317,-0.817461047480159,1.1667,78400.0,3
-122.3,37.81,1.5383119415591087,-0.5412334189260418,-0.43638706561789914,-0.5629121998290914,-0.4382072778582521,0.8056,84400.0,3
-122.29,37.8,1.8561365563501628,-0.7374183326909604,-0.6977935050051308,-0.8242895954267302,-0.9220827770310299,2.6094,81300.0,3
-122.3,37.81,1.8561365563501628,-0.9459793975578713,-1.0186104987985516,-1.0167905151574237,-1.0920930875511952,1.8516,85000.0,3
-122.29,37.81,1.3793996341635817,0.07574063230662233,0.2527753654938936,0.3510256530207604,0.29152928575907233,0.9802,129200.0,3
-122.29,37.81,-0.2097234397916889,-0.8561377080767404,-0.9164243452199065,-0.9125927696151216,-0.9743936418064654,1.7719,82500.0,3
-122.29,37.81,1.3793996341635817,-0.779588921631083,-0.5718431296640101,-0.7448167386571778,-0.5820621559906995,0.7286,95200.0,3
-122.29,37.81,1.6177680952568723,-0.8213011346044652,-0.7928503920550333,-0.764243436978624,-0.909005060837171,1.75,75000.0,3
-122.29,37.81,1.3793996341635817,-1.202669938932531,-1.2681348273045454,-1.2428466410797057,-1.288258830459078,0.4999,67500.0,3
-122.29,37.81,-0.6864603619782701,-0.8254265183051294,-0.8950365456336784,-1.002662007287281,-0.9587003823738347,2.483,137500.0,3
-122.28,37.81,-0.9248288230715607,-0.6411593796754629,-0.1797334705831625,-0.5858710251180732,-0.15834415130967247,0.9241,177500.0,3
-122.28,37.81,0.5848380971859464,0.12753711654829472,0.0579087470415936,-0.16731397946509757,0.02474387540435157,2.4464,102100.0,3
-122.28,37.81,-0.7659165156760336,-0.6549106586776768,-0.7001699271813784,-0.6220753265353137,-0.7651501827047236,1.1111,108300.0,3
-122.29,37.81,-0.44809190088497947,-0.40830438857130735,-0.3888586220929479,-0.32802575648797005,-0.4565160805296545,0.8026,112500.0,3
-122.28,37.8,0.7437504045814735,-0.8946412892829394,-0.859390212989965,-0.9549782932255495,-0.9011584311208557,2.0114,131300.0,3
-122.28,37.81,-0.9248288230715607,-0.7846310572652281,-0.5908545070739906,-0.7209748816263122,-0.5506756371254383,1.5,162500.0,3
-122.27,37.81,1.8561365563501628,-1.1119114975179192,-1.1445608741396722,-1.0971464036688598,-1.1600972117592612,1.1667,112500.0,3
-122.28,37.81,1.8561365563501628,-1.0523226218416588,-1.0471275649135223,-1.0821348640568333,-1.0790153713573363,1.5208,112500.0,3
-122.28,37.81,1.8561365563501628,-1.0312373273715976,-0.8879072791049357,-0.9532122297417818,-0.9011584311208557,0.8075,137500.0,3
-122.28,37.81,0.5053819434881829,-0.773630034063457,-0.8403788355799845,-0.8463653889738281,-0.8645408257780509,1.8088,118800.0,3
-122.28,37.81,1.8561365563501628,-0.8538458282430381,-0.9378121448061345,-0.9258382457433804,-1.0057801606717267,2.4083,98200.0,3
-122.27,37.81,0.9026627119770005,-0.8047995998018085,-0.20587411452188567,-0.7448167386571778,-0.312661202397207,0.977,118800.0,3
-122.27,37.81,-1.4810218989559054,-0.8070914796355108,-0.4506455986753845,-0.7766058813649988,-0.44343836433579564,0.76,162500.0,3
-122.27,37.8,-1.4810218989559054,-1.1600409740256679,-1.177830784607138,-1.148362244698127,-1.2045614468183814,0.9722,137500.0,3
-122.27,37.8,1.8561365563501628,-1.094034834815041,-1.0922795862622259,-0.909060642647586,-1.0842464578348798,1.2434,500001.0,3
-122.27,37.8,-1.0042849767693243,-0.7525447395933956,-0.3460830229204918,-0.5523158189264844,-0.3597409806950989,2.0938,162500.0,3
-122.28,37.8,1.8561365563501628,-1.1096196176842168,-1.070891786675998,-0.46048051777055726,-1.0763998281185645,0.8668,137500.0,3
-122.28,37.8,1.8561365563501628,-1.164166357726332,-1.2039714285458614,-1.0900821497337885,-1.21763916301224,0.75,162500.0,3
-122.27,37.79,-0.13026728609392535,-0.7245838056222274,-0.45302202085163207,-0.6247244217609654,-0.5166735750214052,2.6354,187500.0,3
-122.27,37.8,0.8232065582792369,-0.42205566757352125,0.20287049979269484,-0.08695809095366133,-0.08510894062406285,1.8477,179200.0,3
-122.26,37.8,0.5848380971859464,1.2345150762265147,4.608757214555673,1.804495900161684,4.769339310536346,2.0096,130000.0,3
-122.26,37.82,0.18755732869712877,0.8985254926057546,1.885377400575968,0.5497077949446412,1.7797733886202107,2.8345,183800.0,3
-122.26,37.81,0.0286450213016017,-1.0546145016753612,-1.0233633431510467,-1.0803688005730654,-1.0685531984022492,2.0062,125000.0,3
-122.26,37.82,-0.527548054582743,0.47956985900497084,1.740415647824867,0.5285150331394273,1.9628614153342347,1.2185,170000.0,3
-122.26,37.82,0.66429425088371,0.4571094366346881,1.300777545219068,0.3642711291490191,1.2566647408658562,2.6104,193100.0,3
-122.25,37.81,0.0286450213016017,0.9260280506101826,2.0826204412045155,0.7757639208669234,1.9628614153342347,2.4912,257800.0,3
-122.25,37.81,-0.05081113239616183,1.453160412361716,2.531764232515305,1.0044691420148573,2.608900595310862,3.2177,273400.0,3
-122.25,37.81,0.8232065582792369,-0.8167173749370605,-0.7025463493576259,-0.9152418648407734,-0.7102237746905163,3.125,237500.0,3
-122.25,37.81,1.8561365563501628,-0.22037024220771723,0.3882314295400046,-0.4684278034475125,0.2967603722366159,2.5795,350000.0,3
-122.26,37.81,0.42592578979041934,1.482954850199846,3.2708315293282966,1.1157311414922306,3.37263922103222,2.8406,335700.0,3
-122.24,37.82,1.8561365563501628,-0.5164811167220568,-0.7429455263538345,-0.6635778184038577,-0.668375082870168,4.9306,313400.0,3
-122.24,37.81,1.8561365563501628,-0.27950074191723706,-0.1322050270582113,-0.6326717074379207,-0.11387991625055234,3.2727,268500.0,3
-122.25,37.81,1.8561365563501628,-0.4023455010036813,-0.18448631493565762,-0.6529814375012507,-0.2028083863687926,3.1691,259400.0,3
-122.24,37.82,1.8561365563501628,0.38743628969013766,0.5070525383523826,0.016356622846756697,0.5713924123076519,3.9,275700.0,3
-122.25,37.82,-0.05081113239616183,0.3214301504795109,0.754200444682129,0.08346703522993422,0.7910980443644808,3.9063,225000.0,3
-122.25,37.82,1.8561365563501628,-0.5554430738949963,-0.5908545070739906,-0.7730737543974631,-0.6448351937212221,5.0917,262500.0,3
-122.25,37.82,0.2670134823948923,0.5377836067810098,1.3316710335102864,0.3360141134087338,1.3665175568942707,2.6429,218500.0,3
-122.25,37.82,-0.2097234397916889,0.6065400017920793,1.5645604067825474,0.2856813041213507,1.8765484884547663,3.0233,255000.0,3
-122.25,37.83,1.8561365563501628,-0.11906915355807475,0.050779480512850916,-0.4295744068046203,0.0508993077920693,3.1484,224100.0,3
-122.25,37.83,0.5053819434881829,-0.46881001618104856,-0.2605318245755796,-0.6626947866619738,-0.2028083863687926,3.4722,243100.0,3
-122.25,37.83,1.8561365563501628,-0.6219075890723634,-0.5956073514264857,-0.7872022622676057,-0.5454445506478948,3.1429,231600.0,3
-122.25,37.83,-0.05081113239616183,1.0937936544371922,2.8810982924236965,1.0000539833054378,3.037849686469433,2.4234,218500.0,3
-122.25,37.83,1.8561365563501628,0.7124248501091264,1.3483059887440192,0.31835347857105556,1.4057507054758471,3.0897,234100.0,3
-122.23,37.84,1.6972242489546359,-0.0553548941811503,-0.3294480676867589,-0.4022004228062189,-0.3309700050686094,5.8596,327600.0,3
-122.23,37.84,1.4588557878613453,0.24717324386755576,-0.198744847993143,-0.28917235984507783,-0.03802916232617096,5.2868,347600.0,3
-122.24,37.83,0.982118865674764,-0.02739396020998201,-0.31281311245302595,-0.5576140093777879,-0.32312337535229413,5.956,366100.0,3
-122.24,37.85,0.66429425088371,-1.0550728776421017,-1.1493137184921673,-1.1722041017289926,-1.1836371009082072,4.9643,335000.0,3
-122.23,37.85,1.8561365563501628,0.07528225633988186,-0.30093100157178815,-0.32184453429478266,-0.2525037079054563,6.3434,373600.0,3
-122.24,37.84,1.8561365563501628,0.4094383360936799,0.08642581315656434,-0.21941285223624854,0.1450588643878531,5.1773,389500.0,3
-122.24,37.85,1.8561365563501628,-0.010892425407325317,-0.41024642167917597,-0.46312961299620903,-0.3466632645012401,7.2354,391100.0,3
-122.22,37.85,-0.05081113239616183,1.2152632856234151,1.2128499246979083,0.5346962553326147,1.1938917031353338,5.457,337300.0,3
-122.22,37.84,1.6972242489546359,0.13716301184984447,-0.15359282664443935,-0.3483354865513001,-0.05372242175880159,7.5,295200.0,3
-122.21,37.84,1.2204873267680547,0.36130885958593123,0.14108352321025824,-0.05958410695525997,0.2549116804162675,6.0194,292300.0,3
-122.21,37.83,0.9026627119770005,1.079583999468238,0.32406803078132046,0.16823808245079003,0.4039976450262585,7.5544,411500.0,3
-122.2,37.84,0.10810117499936524,-0.19470118807025127,-0.45539844302787963,-0.5134624222835922,-0.4094363022317626,6.0666,311500.0,3
-122.21,37.84,0.42592578979041934,0.18437573642411223,-0.1131936496482308,-0.2520850266859534,-0.009258186699681464,7.0548,325900.0,3
-122.19,37.84,-0.8453726693737971,-0.4669765123140867,-0.7785918589975479,-0.7880852940094897,-0.7991522448087566,11.6017,392600.0,3
-122.2,37.84,0.5053819434881829,0.105076694178012,-0.18448631493565762,-0.3121311851340596,-0.14788197835458539,7.4882,319300.0,3
-122.21,37.83,0.42592578979041934,1.1135038210070323,0.5949801588735424,0.1779514316115131,0.696938487768697,6.8976,333300.0,3
-122.19,37.83,-0.05081113239616183,-0.6003639186355617,-0.8403788355799845,-0.8498975159413636,-0.8096144177638437,8.2049,335200.0,3
-122.2,37.83,-0.2097234397916889,-0.4798110393828197,-0.7476983707063296,-0.7801380083325344,-0.7546880097496365,8.401,351200.0,3
-122.19,37.83,0.0286450213016017,-0.38721909410124605,-0.6336301062464467,-0.6750572310483486,-0.6029865019008738,6.8538,368900.0,3
-122.19,37.82,0.2670134823948923,-0.36705055156466565,-0.6502650614801796,-0.6980160563373303,-0.6186797613335043,8.317,365900.0,3
-122.2,37.82,0.66429425088371,-0.6448263874093866,-0.8475081021087272,-0.887867880842372,-0.8462320231066486,7.0175,366700.0,3
-122.2,37.82,0.8232065582792369,0.5199069440781316,-0.00863107389333811,-0.14170605895046404,0.0012039862554056246,6.3302,362800.0,3
-122.18,37.81,0.10810117499936524,-1.0743246682452012,-1.1873364733121283,-1.147479212956243,-1.1705593847143483,6.3624,483300.0,3
-122.21,37.82,1.8561365563501628,-0.11952752952481521,-0.48629193131909787,-0.5408364062819935,-0.3911274995603602,7.0549,331400.0,3
-122.2,37.81,1.299943480465818,0.1504559148853179,-0.2415204471655991,-0.3165463438434792,-0.1923462134137055,6.7851,323500.0,3
-122.21,37.8,1.6972242489546359,0.09040866324231717,0.16009490062023873,-0.14612121765988362,0.13721223467153776,2.8929,216700.0,3
-122.21,37.8,0.7437504045814735,-0.17499102150041132,-0.006254651717090548,-0.4189780259020133,-0.032798075848627414,3.0812,233100.0,3
-122.21,37.81,1.8561365563501628,-0.5714862327309125,-0.7738390146450528,-0.8083950240728197,-0.7206859476456035,5.2402,296400.0,3
-122.22,37.81,1.8561365563501628,-0.30471142008796254,-0.48153908696660275,-0.5832219298924214,-0.5009803155887746,6.5217,273700.0,3
-122.22,37.8,1.8561365563501628,-0.20753571513898425,-0.17260420405441984,-0.2617983758466765,-0.10341774329546526,3.2632,227700.0,3
-122.22,37.8,1.8561365563501628,-0.1603229905647165,-0.1749806262306674,-0.3112481533921757,-0.15311306483212891,3.0298,199600.0,3
-122.22,37.8,1.8561365563501628,0.03907055496738523,0.008003881340394819,-0.21234859830117722,0.040437134836982205,4.5428,239800.0,3
-122.22,37.81,1.8561365563501628,-0.28041749385071796,-0.4720333982616125,-0.5911692155693766,-0.4172829319480779,4.072,270100.0,3
-122.22,37.81,1.8561365563501628,0.14128839555050865,-0.0038782295408429867,-0.3456863913256484,0.05613039426961284,5.3509,302100.0,3
-122.23,37.8,1.8561365563501628,-0.2762921101500538,-0.12269933835322104,-0.5637952315709753,-0.10603328653423703,3.1603,269500.0,3
-122.23,37.81,1.8561365563501628,-0.5513176901943321,-0.7334398376488442,-0.7183257864006604,-0.749456923272093,4.7708,314700.0,3
-122.22,37.81,1.8561365563501628,0.13349600411592075,-0.3223188011580162,-0.35716580397013925,-0.312661202397207,8.1564,390100.0,3
-122.23,37.81,1.8561365563501628,-0.14703008752924304,-0.5837252405452479,-0.4984508826715656,-0.6317574775273632,8.8793,410300.0,3
-122.24,37.81,1.8561365563501628,-0.0691061731833642,-0.5338203748440491,-0.41721196241824543,-0.4512849940521109,6.8591,352400.0,3
-122.24,37.81,1.8561365563501628,-0.5251902600901256,-0.7120520380626162,-0.6988990880792143,-0.6369885640049068,6.0302,287300.0,3
-122.23,37.81,1.8561365563501628,0.08169951987424835,-0.41024642167917597,-0.48343934305953906,-0.38589641308281664,7.508,348700.0,3
-122.24,37.81,1.8561365563501628,-0.24878955214562598,0.02939168092662287,-0.44811807338418247,-0.0432602488037145,2.7477,243800.0,3
-122.24,37.8,1.8561365563501628,-0.8011325920678848,-0.8784015903999455,-0.9408497853554069,-0.8488475663454202,2.1944,211500.0,3
-122.25,37.8,1.8561365563501628,-0.2515398079460688,-0.06566520612327957,-0.20175221739857024,-0.03018253260985564,3.0149,218400.0,3
-122.24,37.81,1.8561365563501628,-0.05627164611463122,-0.08467658353326006,-0.33332394693927353,0.04828376455329752,3.675,269900.0,3
-122.25,37.81,1.3793996341635817,0.27330067397176216,0.7066720011571778,-0.04633863082700125,0.6472431662320334,3.225,218800.0,3
-122.25,37.8,1.0615750193725275,0.6803385324372939,1.2532491016941167,0.2556582248972976,1.3482087542228682,2.9345,225000.0,3
-122.25,37.8,1.1410311730702911,-0.12456966515896031,0.6044858475785326,-0.05870107521337606,0.581854585262739,2.1429,250000.0,3
-122.25,37.8,0.982118865674764,-0.5338994034581944,-0.1630985153494296,-0.32096150255289874,-0.22634827551773853,1.6121,171400.0,3
-122.25,37.8,0.0286450213016017,-0.0768985646179521,0.775588244268357,-0.07989383701859001,0.7152472904400994,1.3929,193800.0,3
-122.24,37.79,-0.13026728609392535,-0.46010087281297973,-0.10844080529573567,-0.22471104268755204,-0.1844995836973902,2.3173,125000.0,3
-122.25,37.79,1.299943480465818,-0.3895109739349483,-0.027642451303318598,0.04373060684515805,-0.10341774329546526,1.7772,97500.0,3
-122.25,37.79,1.6972242489546359,-0.9198519674536648,-0.8308731468749943,-0.6035316599557514,-0.7939211583312131,2.6458,125000.0,3
-122.25,37.79,1.8561365563501628,-0.5944050310679356,-0.3484594450967394,-0.2997687407476848,-0.35712543745632713,2.181,138800.0,3
-122.25,37.8,0.5848380971859464,-0.43901557834291843,0.1624713227964863,0.19384600296542356,0.11367234552259183,2.2303,116700.0,3
-122.25,37.8,1.1410311730702911,-0.1337371844937696,0.2599046320226363,0.251243066187878,0.3778422126385408,1.6504,151800.0,3
-122.24,37.8,1.8561365563501628,-0.7516279876599147,-0.7358162598250918,-0.6132450091164745,-0.7102237746905163,2.2697,127000.0,3
-122.24,37.8,1.8561365563501628,-0.47889428744933876,-0.3912350442691955,-0.2715117250073995,-0.3989741292766755,2.1563,128600.0,3
-122.24,37.8,1.8561365563501628,-0.4811861672830411,-0.33182448986300644,-0.37041128009839797,-0.43036064814193675,2.1348,140600.0,3
-122.24,37.8,1.4588557878613453,-0.27033322258242776,0.11969572362403019,-0.1876237095284276,0.14244332114908131,2.6292,182700.0,3
-122.23,37.8,1.8561365563501628,-0.6617862981787838,-0.5908545070739906,-0.577040707699234,-0.634373020766135,2.3833,146900.0,3
-122.24,37.8,1.8561365563501628,-0.38171858250036045,-0.2795432019855601,-0.09225628140496482,-0.2577347943829998,2.957,122800.0,3
-122.24,37.8,1.6177680952568723,0.09270054307601948,0.5022996939998875,0.05432698774776503,0.4641551395180093,2.5238,169300.0,3
-122.23,37.8,1.8561365563501628,-0.8492620685756335,-0.8403788355799845,-0.8278217223942659,-0.8200765907189308,1.9375,126600.0,3
-122.23,37.8,1.7766804026523992,-0.47935266341607924,-0.29380173504304546,-0.4207440893857811,-0.28127468353194574,1.9028,127900.0,3
-122.23,37.8,1.6972242489546359,-0.4078460126045669,-0.13695787141070642,-0.24413774100899815,-0.221117189040195,2.25,123500.0,3
-122.23,37.8,1.8561365563501628,-0.634283740174356,-0.567090285311515,-0.5134624222835922,-0.5742155262743842,2.3929,111900.0,3
-122.23,37.79,1.1410311730702911,1.5251254391399687,1.9162708888671864,2.5974584043734392,1.913166093797571,2.1917,112800.0,3
-122.23,37.79,1.8561365563501628,-0.39088610183516975,-0.33895375639174913,0.20620844735179839,-0.2289638187565103,2.9357,107900.0,3
-122.23,37.79,0.10810117499936524,-0.7502528597596932,-0.6502650614801796,-0.3659961213889784,-0.6186797613335043,1.8854,137500.0,3
-122.24,37.79,0.8232065582792369,-0.5348161553916754,-0.2534025580468369,0.03401725768443499,-0.28912131324826107,2.1638,105500.0,3
-122.24,37.79,1.4588557878613453,-0.5792786241655004,-0.33895375639174913,-0.16643094772321365,-0.5140580317826334,2.125,95500.0,3
-122.24,37.79,1.8561365563501628,-0.899225048950344,-0.8498845242849747,-0.6874196754347234,-0.8671563690168227,3.375,116100.0,3
-122.24,37.79,1.1410311730702911,-0.46285112861342254,-0.3841057777404528,-0.12492845585466966,-0.3728186968889578,2.2542,112200.0,3
-122.25,37.79,1.7766804026523992,-1.1279546563538354,-1.1754543624308906,-1.0574099752840838,-1.162712754998033,2.1,75000.0,3
-122.25,37.79,0.8232065582792369,-0.9968591298660627,-0.9710820552736004,-0.9223061187758447,-0.9848558147615525,1.6,112500.0,3
-122.25,37.79,1.8561365563501628,-0.7947153285335182,-0.7144284602388637,-0.5116963587998243,-0.7128393179292881,3.625,125000.0,3
-122.26,37.8,-0.6864603619782701,-0.12044428145829615,0.5735923592873143,0.20620844735179839,0.4615395962792375,1.6929,115000.0,3
-122.22,37.77,1.8561365563501628,-1.0289454475378952,-0.9734584774498479,-0.7995647066539806,-0.9456226661799758,1.6471,95000.0,3
-122.22,37.77,1.8561365563501628,-0.6869969763495093,-0.5623374409590198,-0.49403572396214607,-0.6291419342885914,2.59,96400.0,3
-122.23,37.77,1.8561365563501628,-0.8556793321099999,-0.7880975477025381,-0.7183257864006604,-0.8279232204352461,2.57,72000.0,3
-122.23,37.78,1.8561365563501628,-0.9918169942319177,-0.9306828782773918,-0.8922830395517916,-0.9770091850452371,2.6429,71300.0,3
-122.23,37.78,1.8561365563501628,-0.8130503672031368,-0.7667097481163101,-0.38100766100100497,-0.749456923272093,3.0257,80800.0,3
-122.22,37.78,1.6972242489546359,-0.3280885943917262,-0.018136762598328353,0.08788219393935379,-0.05895350823634513,1.4886,128800.0,3
